"marker"	"OBO.Ontology.ID"	"species"	"times"	"cell_ID"	"gene_description"	"original_celltype.MSigDB"	"original_celltype.PanglaoDB"	"original_celltype.CellMarker"	"original_celltype.GeneMarkeR"	"original_celltype.Azimuth"	"original_celltype.ASCTB"
"AHDC1"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"AT-hook DNA binding motif containing 1 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"AHI1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"Abelson helper integration site 1 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"AHNAK"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"AHNAK nucleoprotein "	NA	NA	NA	"macrophage dendritic cell progenitor"	NA	NA
"AHNAK"	"neutrophil"	"Human"	1	"CL:0000775"	"AHNAK nucleoprotein "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"AHNAK2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"AHNAK nucleoprotein 2 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"AHR"	"immature neutrophil"	"Human"	1	"CL:0000776"	"aryl hydrocarbon receptor "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"AHR"	"macrophage"	"Human"	1	"CL:0000235"	"aryl hydrocarbon receptor "	NA	"Macrophages"	NA	NA	NA	NA
"AHR"	"natural killer cell"	"Human"	1	"CL:0000623"	"aryl hydrocarbon receptor "	NA	"NK cells"	NA	NA	NA	NA
"AHSA1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"activator of HSP90 ATPase activity 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AHSG"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"alpha 2-HS glycoprotein "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"AHSP"	"erythroid lineage cell"	"Human"	2	"CL:0000764"	"alpha hemoglobin stabilizing protein "	"ERYTHROBLAST"	NA	NA	NA	"Erythroid cell"	NA
"AHSP"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"alpha hemoglobin stabilizing protein "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"AICDA"	"B cell"	"Human"	1	"CL:0000236"	"activation induced cytidine deaminase "	NA	NA	"B cell"	NA	NA	NA
"AIDA"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"axin interactor, dorsalization associated "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AIF1"	"CD14-low, CD16-positive monocyte"	"Human"	1	"CL:0002396"	"allograft inflammatory factor 1 "	NA	NA	NA	NA	"CD16+ Monocyte"	NA
"AIF1"	"dendritic cell"	"Human"	1	"CL:0000451"	"allograft inflammatory factor 1 "	NA	"Dendritic cells"	NA	NA	NA	NA
"AIF1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"allograft inflammatory factor 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"AIF1"	"macrophage"	"Human"	2	"CL:0000235"	"allograft inflammatory factor 1 "	NA	"Macrophages"	NA	"macrophage"	NA	NA
"AIF1"	"monocyte"	"Human"	2	"CL:0000576"	"allograft inflammatory factor 1 "	"MONOCYTE"	NA	NA	NA	"Monocyte"	NA
"AIF1L"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"allograft inflammatory factor 1 like "	"CD34 POS MULTILIN"	NA	NA	NA	NA	NA
"AIFM1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"apoptosis inducing factor mitochondria associated 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AIG1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"androgen induced 1 "	"EARLY ERYTHROBLAST"	NA	NA	NA	NA	NA
"AIM2"	"follicular B cell"	"Human"	1	"CL:0000843"	"absent in melanoma 2 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"AIM2"	"mature B cell"	"Human"	1	"CL:0000785"	"absent in melanoma 2 "	NA	NA	NA	NA	"Intermediate B cell"	NA
"AIM2"	"memory B cell"	"Human"	1	"CL:0000787"	"absent in melanoma 2 "	NA	NA	NA	NA	"Memory B cell"	NA
"AIMP1"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"aminoacyl tRNA synthetase complex interacting multifunctional protein 1 "	NA	NA	NA	"erythroid progenitor cell"	NA	NA
"AIMP2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aminoacyl tRNA synthetase complex interacting multifunctional protein 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AK1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"adenylate kinase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AK2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"adenylate kinase 2 "	"EARLY ERYTHROBLAST"	NA	NA	NA	NA	NA
"AK5"	"natural killer cell"	"Human"	1	"CL:0000623"	"adenylate kinase 5 "	"NK CELLS"	NA	NA	NA	NA	NA
"AK6"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"adenylate kinase 6 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AK7"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"adenylate kinase 7 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AK8"	"follicular B cell"	"Human"	1	"CL:0000843"	"adenylate kinase 8 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"AKAP12"	"hematopoietic precursor cell"	"Human"	1	"CL:0008001"	"A-kinase anchoring protein 12 "	NA	NA	NA	NA	"Hematopoeitic stem and progenitor cell"	NA
"AKAP12"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"A-kinase anchoring protein 12 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"AKAP12"	"precursor B cell"	"Human"	1	"CL:0000817"	"A-kinase anchoring protein 12 "	NA	NA	NA	NA	"Precursor B"	NA
"AKAP12"	"transitional stage B cell"	"Human"	1	"CL:0000818"	"A-kinase anchoring protein 12 "	NA	NA	NA	NA	"Transitional B"	NA
"AKIRIN2"	"neutrophil"	"Human"	1	"CL:0000775"	"akirin 2 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"AKNA"	"natural killer cell"	"Human"	1	"CL:0000623"	"AT-hook transcription factor "	"NK CELLS"	NA	NA	NA	NA	NA
"AKR1B1"	"pro-B cell"	"Human"	1	"CL:0000826"	"aldo-keto reductase family 1 member B "	"PRO B"	NA	NA	NA	NA	NA
"AKR1C1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aldo-keto reductase family 1 member C1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AKR1C3"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aldo-keto reductase family 1 member C3 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AKTIP"	"naive T cell"	"Human"	1	"CL:0000898"	"AKT interacting protein "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ALAD"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aminolevulinate dehydratase "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ALAD"	"erythroid progenitor cell"	"Human"	2	"CL:0000038"	"aminolevulinate dehydratase "	NA	"Erythroid-like and erythroid precursor cells"	NA	"erythroid progenitor cell"	NA	NA
"ALAS2"	"erythroid lineage cell"	"Human"	3	"CL:0000764"	"5'-aminolevulinate synthase 2 "	"ERYTHROBLAST"	NA	NA	NA	"Erythroid cell"	"erythroid"
"ALCAM"	"dendritic cell"	"Human"	1	"CL:0000451"	"activated leukocyte cell adhesion molecule "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"ALDH18A1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aldehyde dehydrogenase 18 family member A1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ALDH1A1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aldehyde dehydrogenase 1 family member A1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ALDH1A1"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"aldehyde dehydrogenase 1 family member A1 "	"HSC MULTIPOTENT PROGENITOR"	NA	NA	NA	NA	NA
"ALDH1A1"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"aldehyde dehydrogenase 1 family member A1 "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"ALDH1B1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aldehyde dehydrogenase 1 family member B1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ALDH2"	"common dendritic progenitor"	"Human"	1	"CL:0001029"	"aldehyde dehydrogenase 2 family member "	NA	NA	NA	NA	"Precursor Myeloid Dendritic Dell"	NA
"ALDH2"	"dendritic cell"	"Human"	1	"CL:0000451"	"aldehyde dehydrogenase 2 family member "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"ALDH2"	"platelet"	"Human"	1	"CL:0000233"	"aldehyde dehydrogenase 2 family member "	NA	"Platelets"	NA	NA	NA	NA
"ALDH3B1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"aldehyde dehydrogenase 3 family member B1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"ALDH3B1"	"neutrophil"	"Human"	1	"CL:0000775"	"aldehyde dehydrogenase 3 family member B1 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"ALDH4A1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aldehyde dehydrogenase 4 family member A1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ALDH5A1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"aldehyde dehydrogenase 5 family member A1 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"ALDH7A1"	"pro-B cell"	"Human"	1	"CL:0000826"	"aldehyde dehydrogenase 7 family member A1 "	"PRO B"	NA	NA	NA	NA	NA
"ALDOA"	"neutrophil"	"Human"	1	"CL:0000775"	"aldolase, fructose-bisphosphate A "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"ALG2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"ALG2 alpha-1,3/1,6-mannosyltransferase "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"ALOX12"	"megakaryocyte"	"Human"	1	"CL:0000556"	"arachidonate 12-lipoxygenase, 12S type "	NA	"Megakaryocytes"	NA	NA	NA	NA
"ALOX12"	"platelet"	"Human"	2	"CL:0000233"	"arachidonate 12-lipoxygenase, 12S type "	"PLATELET"	"Platelets"	NA	NA	NA	NA
"ALOX5"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"arachidonate 5-lipoxygenase "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"ALOX5"	"neutrophil"	"Human"	1	"CL:0000775"	"arachidonate 5-lipoxygenase "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"ALOX5AP"	"dendritic cell"	"Human"	1	"CL:0000451"	"arachidonate 5-lipoxygenase activating protein "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"ALOX5AP"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"arachidonate 5-lipoxygenase activating protein "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"ALOX5AP"	"platelet"	"Human"	1	"CL:0000233"	"arachidonate 5-lipoxygenase activating protein "	NA	"Platelets"	NA	NA	NA	NA
"ALPG"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"alkaline phosphatase, germ cell "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"ALYREF"	"eosinophil"	"Human"	1	"CL:0000771"	"Aly/REF export factor "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"AMBP"	"precursor B cell"	"Human"	1	"CL:0000817"	"alpha-1-microglobulin/bikunin precursor "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"AMD1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"adenosylmethionine decarboxylase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AMHR2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"anti-Mullerian hormone receptor type 2 "	"CD34 POS ERP EARLY"	NA	NA	NA	NA	NA
"AMMECR1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"AMMECR nuclear protein 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AMOTL1"	"pro-B cell"	"Human"	1	"CL:0000826"	"angiomotin like 1 "	"PRO B"	NA	NA	NA	NA	NA
"AMPD1"	"plasma cell"	"Human"	2	"CL:0000786"	"adenosine monophosphate deaminase 1 "	"PLASMA CELL"	"Plasma cells"	NA	NA	NA	NA
"AMPD2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"adenosine monophosphate deaminase 2 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"AMPD2"	"monocyte"	"Human"	1	"CL:0000576"	"adenosine monophosphate deaminase 2 "	"MONOCYTE"	NA	NA	NA	NA	NA
"AMT"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"aminomethyltransferase "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANAPC11"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"anaphase promoting complex subunit 11 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANAPC16"	"naive T cell"	"Human"	1	"CL:0000898"	"anaphase promoting complex subunit 16 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ANAPC7"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"anaphase promoting complex subunit 7 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANGPT1"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"angiopoietin 1 "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"ANGPT1"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"angiopoietin 1 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"ANGPT1"	"platelet"	"Human"	1	"CL:0000233"	"angiopoietin 1 "	NA	"Platelets"	NA	NA	NA	NA
"ANGPT4"	"plasma cell"	"Human"	1	"CL:0000786"	"angiopoietin 4 "	NA	"Plasma cells"	NA	NA	NA	NA
"ANK1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"ankyrin 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANK1"	"megakaryocyte-erythroid progenitor cell"	"Human"	1	"CL:0000050"	"ankyrin 1 "	"MEGAKARYOCYTE ERYTHROID PROGENITOR"	NA	NA	NA	NA	NA
"ANK3"	"naive T cell"	"Human"	1	"CL:0000898"	"ankyrin 3 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ANKDD1B"	"platelet"	"Human"	1	"CL:0000233"	"ankyrin repeat and death domain containing 1B "	"PLATELET"	NA	NA	NA	NA	NA
"ANKH"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"ANKH inorganic pyrophosphate transport regulator "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANKLE1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"ankyrin repeat and LEM domain containing 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANKRD10"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"ankyrin repeat domain 10 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"ANKRD12"	"naive T cell"	"Human"	1	"CL:0000898"	"ankyrin repeat domain 12 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ANKRD13D"	"eosinophil"	"Human"	1	"CL:0000771"	"ankyrin repeat domain 13D "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"ANKRD26"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"ankyrin repeat domain 26 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"ANKRD28"	"hematopoietic precursor cell"	"Human"	1	"CL:0008001"	"ankyrin repeat domain 28 "	NA	NA	NA	NA	"Hematopoietic stem and progenitor cell"	NA
"ANKRD28"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"ankyrin repeat domain 28 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"ANKRD28"	"plasma cell"	"Human"	1	"CL:0000786"	"ankyrin repeat domain 28 "	"PLASMA CELL"	NA	NA	NA	NA	NA
"ANKRD36"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"ankyrin repeat domain 36 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"ANKRD36"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"ankyrin repeat domain 36 "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"ANKRD36B"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"ankyrin repeat domain 36B "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"ANKRD36C"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"ankyrin repeat domain 36C "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 1"	NA	NA	NA	NA	NA
"ANKRD44"	"naive T cell"	"Human"	1	"CL:0000898"	"ankyrin repeat domain 44 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ANKRD44-AS1"	"naive T cell"	"Human"	1	"CL:0000898"	"ANKRD44 antisense RNA 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ANKRD65"	"dendritic cell"	"Human"	1	"CL:0000451"	"ankyrin repeat domain 65 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"ANKRD9"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"ankyrin repeat domain 9 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANKS3"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"ankyrin repeat and sterile alpha motif domain containing 3 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"ANLN"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"anillin actin binding protein "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANO6"	"neutrophil"	"Human"	1	"CL:0000775"	"anoctamin 6 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"ANO9"	"naive T cell"	"Human"	1	"CL:0000898"	"anoctamin 9 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ANP32A"	"neutrophil"	"Human"	1	"CL:0000775"	"acidic nuclear phosphoprotein 32 family member A "	NA	NA	NA	"neutrophil"	NA	NA
"ANP32A"	"pro-B cell"	"Human"	1	"CL:0000826"	"acidic nuclear phosphoprotein 32 family member A "	"PRO B"	NA	NA	NA	NA	NA
"ANP32B"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"acidic nuclear phosphoprotein 32 family member B "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"ANP32B"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"acidic nuclear phosphoprotein 32 family member B "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"ANP32E"	"pro-B cell"	"Human"	1	"CL:0000826"	"acidic nuclear phosphoprotein 32 family member E "	"PRO B"	NA	NA	NA	NA	NA
"ANPEP"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"alanyl aminopeptidase, membrane "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"ANPEP"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"alanyl aminopeptidase, membrane "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"ANPEP"	"neutrophil"	"Human"	1	"CL:0000775"	"alanyl aminopeptidase, membrane "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"ANXA1"	"CD8-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000909"	"annexin A1 "	NA	NA	NA	NA	"CD8+ Central Memory T"	NA
"ANXA1"	"dendritic cell"	"Human"	1	"CL:0000451"	"annexin A1 "	NA	"Dendritic cells"	NA	NA	NA	NA
"ANXA1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"annexin A1 "	NA	NA	"CD1C+_B dendritic cell"	NA	NA	NA
"ANXA1"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"annexin A1 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"ANXA1"	"neutrophil"	"Human"	1	"CL:0000775"	"annexin A1 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"ANXA2"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"annexin A2 "	NA	NA	NA	NA	NA	"CD4 T cell memory"
"ANXA2"	"T cell"	"Human"	1	"CL:0000084"	"annexin A2 "	NA	NA	NA	NA	NA	"T lymphocytes"
"ANXA2"	"neutrophil"	"Human"	1	"CL:0000775"	"annexin A2 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"ANXA2R"	"naive T cell"	"Human"	1	"CL:0000898"	"annexin A2 receptor "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"ANXA3"	"megakaryocyte progenitor cell"	"Human"	2	"CL:0000553"	"annexin A3 "	"CD34 POS MKP"	NA	NA	NA	"Progenitor Megakaryocyte"	NA
"ANXA5"	"lymphocyte"	"Human"	1	"CL:0000542"	"annexin A5 "	NA	NA	"Lymphocyte"	NA	NA	NA
"ANXA5"	"neutrophil"	"Human"	1	"CL:0000775"	"annexin A5 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"ANXA6"	"natural killer cell"	"Human"	1	"CL:0000623"	"annexin A6 "	"NK CELLS"	NA	NA	NA	NA	NA
"AOAH"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"acyloxyacyl hydrolase "	NA	NA	"CD1C+_B dendritic cell"	NA	NA	NA
"AOAH"	"natural killer cell"	"Human"	1	"CL:0000623"	"acyloxyacyl hydrolase "	"NK CELLS"	NA	NA	NA	NA	NA
"AP1M2"	"platelet"	"Human"	1	"CL:0000233"	"adaptor related protein complex 1 subunit mu 2 "	"PLATELET"	NA	NA	NA	NA	NA
"AP1S2"	"neutrophil"	"Human"	1	"CL:0000775"	"adaptor related protein complex 1 subunit sigma 2 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"AP1S3"	"dendritic cell"	"Human"	2	"CL:0000451"	"adaptor related protein complex 1 subunit sigma 3 "	NA	"Dendritic cells"	NA	"dendritic cell"	NA	NA
"AP1S3"	"follicular B cell"	"Human"	1	"CL:0000843"	"adaptor related protein complex 1 subunit sigma 3 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"AP2A1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"adaptor related protein complex 2 subunit alpha 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"AP2A1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"adaptor related protein complex 2 subunit alpha 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AP2B1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"adaptor related protein complex 2 subunit beta 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AP2M1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"adaptor related protein complex 2 subunit mu 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"AP2S1"	"neutrophil"	"Human"	1	"CL:0000775"	"adaptor related protein complex 2 subunit sigma 1 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"AP3M2"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"adaptor related protein complex 3 subunit mu 2 "	NA	NA	NA	NA	"CD4 Memory"	NA
"AP3M2"	"naive T cell"	"Human"	1	"CL:0000898"	"adaptor related protein complex 3 subunit mu 2 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"AP3S1"	"dendritic cell"	"Human"	1	"CL:0000451"	"adaptor related protein complex 3 subunit sigma 1 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"AP5B1"	"neutrophil"	"Human"	1	"CL:0000775"	"adaptor related protein complex 5 subunit beta 1 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"APBA2"	"naive T cell"	"Human"	1	"CL:0000898"	"amyloid beta precursor protein binding family A member 2 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"APBB1"	"naive T cell"	"Human"	1	"CL:0000898"	"amyloid beta precursor protein binding family B member 1 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"APBB1IP"	"pro-B cell"	"Human"	1	"CL:0000826"	"amyloid beta precursor protein binding family B member 1 interacting protein "	"PRO B"	NA	NA	NA	NA	NA
"APBB2"	"precursor B cell"	"Human"	1	"CL:0000817"	"amyloid beta precursor protein binding family B member 2 "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"APBB2"	"transitional stage B cell"	"Human"	1	"CL:0000818"	"amyloid beta precursor protein binding family B member 2 "	NA	NA	NA	NA	"Transitional B"	NA
"APBB3"	"neutrophil"	"Human"	1	"CL:0000775"	"amyloid beta precursor protein binding family B member 3 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"APC"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"APC regulator of WNT signaling pathway "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"APEH"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"acylaminoacyl-peptide hydrolase "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"APEX1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"apurinic/apyrimidinic endodeoxyribonuclease 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"APEX2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"apurinic/apyrimidinic endodeoxyribonuclease 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"APH1B"	"monocyte"	"Human"	1	"CL:0000576"	"aph-1 homolog B, gamma-secretase subunit "	"MONOCYTE"	NA	NA	NA	NA	NA
"APLP2"	"neutrophil"	"Human"	1	"CL:0000775"	"amyloid beta precursor like protein 2 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"APMAP"	"natural killer cell"	"Human"	1	"CL:0000623"	"adipocyte plasma membrane associated protein "	"NK CELLS"	NA	NA	NA	NA	NA
"APMAP"	"neutrophil progenitor cell"	"Human"	1	"CL:0000834"	"adipocyte plasma membrane associated protein "	NA	NA	NA	"neutrophil progenitor cell"	NA	NA
"APOA1"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"apolipoprotein A1 "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"APOBEC3A"	"CD14-low, CD16-positive monocyte"	"Human"	1	"CL:0002396"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3A "	NA	NA	NA	NA	"CD16 Monocyte"	NA
"APOBEC3A"	"CD14-positive monocyte"	"Human"	1	"CL:0001054"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3A "	NA	NA	NA	NA	"CD14 Monocyte"	NA
"APOBEC3A"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3A "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"APOBEC3A"	"immature neutrophil"	"Human"	1	"CL:0000776"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3A "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
