"marker"	"OBO.Ontology.ID"	"species"	"times"	"cell_ID"	"gene_description"	"original_celltype.MSigDB"	"original_celltype.PanglaoDB"	"original_celltype.CellMarker"	"original_celltype.GeneMarkeR"	"original_celltype.Azimuth"	"original_celltype.ASCTB"
"TIGIT"	"effector CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0001050"	"T cell immunoreceptor with Ig and ITIM domains "	NA	NA	NA	NA	"CD8 Effector 1"	NA
"TIGIT"	"gamma-delta T cell"	"Human"	1	"CL:0000798"	"T cell immunoreceptor with Ig and ITIM domains "	NA	NA	NA	NA	"gamma-delta T_4"	NA
"TIGIT"	"regulatory T cell"	"Human"	2	"CL:0000815"	"T cell immunoreceptor with Ig and ITIM domains "	NA	NA	NA	NA	"Regulatory T"	"T regulatory"
"TIMELESS"	"pro-B cell"	"Human"	1	"CL:0000826"	"timeless circadian regulator "	"PRO B"	NA	NA	NA	NA	NA
"TIMM10"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 10 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMM13"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 13 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMM17A"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 17A "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMM21"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 21 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMM23"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 23 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMM44"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 44 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMM50"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 50 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMM8A"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 8A "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMM8B"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane 8 homolog B "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMMDC1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translocase of inner mitochondrial membrane domain containing 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TIMP1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"TIMP metallopeptidase inhibitor 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TIMP1"	"monocyte"	"Human"	1	"CL:0000576"	"TIMP metallopeptidase inhibitor 1 "	"MONOCYTE"	NA	NA	NA	NA	NA
"TIMP2"	"neutrophil"	"Human"	1	"CL:0000775"	"TIMP metallopeptidase inhibitor 2 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TINF2"	"natural killer cell"	"Human"	1	"CL:0000623"	"TERF1 interacting nuclear factor 2 "	"NK CELLS"	NA	NA	NA	NA	NA
"TK1"	"T cell"	"Human"	1	"CL:0000084"	"thymidine kinase 1 "	NA	NA	NA	NA	"Proliferating T"	NA
"TK1"	"activated CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000906"	"thymidine kinase 1 "	NA	NA	NA	NA	"CD8+ Proliferating T"	NA
"TK1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"thymidine kinase 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TK1"	"plasmablast"	"Human"	1	"CL:0000980"	"thymidine kinase 1 "	NA	NA	NA	NA	"Plasmablast"	NA
"TKT"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transketolase "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TKT"	"neutrophil"	"Human"	1	"CL:0000775"	"transketolase "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TKTL1"	"natural killer cell"	"Human"	1	"CL:0000623"	"transketolase like 1 "	"NK CELLS"	NA	NA	NA	NA	NA
"TLCD3B"	"pro-B cell"	"Human"	1	"CL:0000826"	"TLC domain containing 3B "	"PRO B"	NA	NA	NA	NA	NA
"TLCD4"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"TLC domain containing 4 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TLCD5"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"TLC domain containing 5 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"TLE1"	"natural killer cell"	"Human"	1	"CL:0000623"	"TLE family member 1, transcriptional corepressor "	"NK CELLS"	NA	NA	NA	NA	NA
"TLE3"	"immature neutrophil"	"Human"	1	"CL:0000776"	"TLE family member 3, transcriptional corepressor "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"TLE4"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"TLE family member 4, transcriptional corepressor "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TLE5"	"naive T cell"	"Human"	1	"CL:0000898"	"TLE family member 5, transcriptional modulator "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TLN1"	"platelet"	"Human"	1	"CL:0000233"	"talin 1 "	"PLATELET"	NA	NA	NA	NA	NA
"TLN2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"talin 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TLR1"	"platelet"	"Human"	1	"CL:0000233"	"toll like receptor 1 "	NA	"Platelets"	NA	NA	NA	NA
"TLR10"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"toll like receptor 10 "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"TLR10"	"follicular B cell"	"Human"	1	"CL:0000843"	"toll like receptor 10 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"TLR2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"toll like receptor 2 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TLR2"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"toll like receptor 2 "	NA	"Hematopoietic stem cells"	NA	NA	NA	NA
"TLR2"	"macrophage"	"Human"	1	"CL:0000235"	"toll like receptor 2 "	NA	"Macrophages"	NA	NA	NA	NA
"TLR2"	"neutrophil"	"Human"	2	"CL:0000775"	"toll like receptor 2 "	"NEUTROPHIL"	"Neutrophils"	NA	NA	NA	NA
"TLR3"	"dendritic cell"	"Human"	1	"CL:0000451"	"toll like receptor 3 "	NA	"Dendritic cells"	NA	NA	NA	NA
"TLR4"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"toll like receptor 4 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TLR4"	"macrophage"	"Human"	1	"CL:0000235"	"toll like receptor 4 "	NA	"Macrophages"	NA	NA	NA	NA
"TLR4"	"monocyte"	"Human"	1	"CL:0000576"	"toll like receptor 4 "	NA	"Monocytes"	NA	NA	NA	NA
"TLR4"	"neutrophil"	"Human"	1	"CL:0000775"	"toll like receptor 4 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TLR4"	"platelet"	"Human"	1	"CL:0000233"	"toll like receptor 4 "	NA	"Platelets"	NA	NA	NA	NA
"TLR6"	"platelet"	"Human"	1	"CL:0000233"	"toll like receptor 6 "	NA	"Platelets"	NA	NA	NA	NA
"TLR7"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"toll like receptor 7 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TLR7"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"toll like receptor 7 "	NA	"Plasmacytoid dendritic cells"	NA	NA	NA	NA
"TLR8"	"neutrophil"	"Human"	1	"CL:0000775"	"toll like receptor 8 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TLR9"	"B cell"	"Human"	1	"CL:0000236"	"toll like receptor 9 "	NA	"B cells"	NA	NA	NA	NA
"TLR9"	"dendritic cell"	"Human"	1	"CL:0000451"	"toll like receptor 9 "	NA	"Dendritic cells"	NA	NA	NA	NA
"TLR9"	"megakaryocyte"	"Human"	1	"CL:0000556"	"toll like receptor 9 "	NA	"Megakaryocytes"	NA	NA	NA	NA
"TLR9"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"toll like receptor 9 "	NA	"Plasmacytoid dendritic cells"	NA	NA	NA	NA
"TM7SF2"	"precursor B cell"	"Human"	1	"CL:0000817"	"transmembrane 7 superfamily member 2 "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"TM7SF3"	"hematopoietic multipotent progenitor cell"	"Human"	1	"CL:0000837"	"transmembrane 7 superfamily member 3 "	"CD34 POS MULTILIN"	NA	NA	NA	NA	NA
"TM9SF2"	"dendritic cell"	"Human"	1	"CL:0000451"	"transmembrane 9 superfamily member 2 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TMA16"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"translation machinery associated 16 homolog "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMA7"	"cytotoxic T cell"	"Human"	1	"CL:0000910"	"translation machinery associated 7 homolog "	"CD8 T CELL"	NA	NA	NA	NA	NA
"TMBIM1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane BAX inhibitor motif containing 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TMBIM1"	"platelet"	"Human"	1	"CL:0000233"	"transmembrane BAX inhibitor motif containing 1 "	"PLATELET"	NA	NA	NA	NA	NA
"TMBIM4"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane BAX inhibitor motif containing 4 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMBIM6"	"eosinophil"	"Human"	1	"CL:0000771"	"transmembrane BAX inhibitor motif containing 6 "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"TMC6"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane channel like 6 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TMC6"	"naive T cell"	"Human"	1	"CL:0000898"	"transmembrane channel like 6 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TMC8"	"naive T cell"	"Human"	1	"CL:0000898"	"transmembrane channel like 8 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TMCC2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane and coiled-coil domain family 2 "	NA	NA	NA	NA	"Erythroid cell"	NA
"TMCC2"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"transmembrane and coiled-coil domain family 2 "	NA	"Erythroid-like and erythroid precursor cells"	NA	NA	NA	NA
"TMCC2"	"platelet"	"Human"	1	"CL:0000233"	"transmembrane and coiled-coil domain family 2 "	"PLATELET"	NA	NA	NA	NA	NA
"TMED10"	"dendritic cell"	"Human"	1	"CL:0000451"	"transmembrane p24 trafficking protein 10 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TMED2"	"natural killer cell"	"Human"	1	"CL:0000623"	"transmembrane p24 trafficking protein 2 "	"NK CELLS"	NA	NA	NA	NA	NA
"TMED5"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane p24 trafficking protein 5 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMED9"	"plasma cell"	"Human"	1	"CL:0000786"	"transmembrane p24 trafficking protein 9 "	"PLASMA CELL"	NA	NA	NA	NA	NA
"TMEM106C"	"pro-B cell"	"Human"	1	"CL:0000826"	"transmembrane protein 106C "	"PRO B"	NA	NA	NA	NA	NA
"TMEM107"	"hematopoietic stem cell"	"Human"	1	"CL:0000037"	"transmembrane protein 107 "	"SIMILAR TO HSC C6 PUTATIVE ALTERED METABOLIC STATE"	NA	NA	NA	NA	NA
"TMEM107"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane protein 107 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM109"	"dendritic cell"	"Human"	1	"CL:0000451"	"transmembrane protein 109 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TMEM109"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane protein 109 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TMEM11"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane protein 11 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TMEM123"	"naive T cell"	"Human"	1	"CL:0000898"	"transmembrane protein 123 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TMEM127"	"immature neutrophil"	"Human"	1	"CL:0000776"	"transmembrane protein 127 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM131L"	"precursor B cell"	"Human"	1	"CL:0000817"	"transmembrane 131 like "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"TMEM134"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane protein 134 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TMEM140"	"platelet"	"Human"	1	"CL:0000233"	"transmembrane protein 140 "	"PLATELET"	NA	NA	NA	NA	NA
"TMEM141"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane protein 141 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMEM14A"	"CD141-positive myeloid dendritic cell"	"Human"	1	"CL:0002394"	"transmembrane protein 14A "	NA	NA	"CD141+CLEC9A+ dendritic cell"	NA	NA	NA
"TMEM14A"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane protein 14A "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMEM14B"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane protein 14B "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMEM14B"	"erythroid progenitor cell"	"Human"	1	"CL:0000038"	"transmembrane protein 14B "	NA	NA	NA	"erythroid progenitor cell"	NA	NA
"TMEM14C"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane protein 14C "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMEM154"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane protein 154 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TMEM154"	"follicular B cell"	"Human"	1	"CL:0000843"	"transmembrane protein 154 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"TMEM156"	"B cell"	"Human"	1	"CL:0000236"	"transmembrane protein 156 "	NA	NA	NA	"B cell"	NA	NA
"TMEM156"	"follicular B cell"	"Human"	1	"CL:0000843"	"transmembrane protein 156 "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"TMEM156"	"plasma cell"	"Human"	1	"CL:0000786"	"transmembrane protein 156 "	NA	"Plasma cells"	NA	NA	NA	NA
"TMEM160"	"eosinophil"	"Human"	1	"CL:0000771"	"transmembrane protein 160 "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"TMEM163"	"hematopoietic lineage restricted progenitor cell"	"Human"	1	"CL:0002031"	"transmembrane protein 163 "	"CD34 POS HSC"	NA	NA	NA	NA	NA
"TMEM167A"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane protein 167A "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM170B"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane protein 170B "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM176A"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane protein 176A "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM176B"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane protein 176B "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TMEM176B"	"myeloid cell"	"Human"	1	"CL:0000763"	"transmembrane protein 176B "	NA	NA	NA	"myeloid cell"	NA	NA
"TMEM176B"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane protein 176B "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM19"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane protein 19 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TMEM204"	"naive T cell"	"Human"	1	"CL:0000898"	"transmembrane protein 204 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TMEM205"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane protein 205 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM210"	"dendritic cell"	"Human"	1	"CL:0000451"	"transmembrane protein 210 "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TMEM217"	"plasmacytoid dendritic cell"	"Human"	1	"CL:0000784"	"transmembrane protein 217 "	"CD34 POS PRE PC"	NA	NA	NA	NA	NA
"TMEM219"	"immature neutrophil"	"Human"	1	"CL:0000776"	"transmembrane protein 219 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM237"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane protein 237 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMEM243"	"precursor B cell"	"Human"	1	"CL:0000817"	"transmembrane protein 243 "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"TMEM258"	"granulocyte"	"Human"	1	"CL:0000094"	"transmembrane protein 258 "	"CD34 POS GRAN"	NA	NA	NA	NA	NA
"TMEM263"	"pro-B cell"	"Human"	1	"CL:0000826"	"transmembrane protein 263 "	"PRO B"	NA	NA	NA	NA	NA
"TMEM273"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane protein 273 "	NA	NA	"CD1C+_A dendritic cell"	NA	NA	NA
"TMEM38A"	"precursor B cell"	"Human"	1	"CL:0000817"	"transmembrane protein 38A "	"CD34 POS PRE B"	NA	NA	NA	NA	NA
"TMEM40"	"megakaryocyte progenitor cell"	"Human"	1	"CL:0000553"	"transmembrane protein 40 "	"PUTATIVE MEGAKARYOCYTE PROGENITOR"	NA	NA	NA	NA	NA
"TMEM40"	"platelet"	"Human"	2	"CL:0000233"	"transmembrane protein 40 "	"PLATELET"	NA	NA	NA	"Platelet"	NA
"TMEM63A"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane protein 63A "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TMEM63A"	"naive T cell"	"Human"	1	"CL:0000898"	"transmembrane protein 63A "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TMEM70"	"immature neutrophil"	"Human"	1	"CL:0000776"	"transmembrane protein 70 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"TMEM86B"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane protein 86B "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMEM8B"	"dendritic cell"	"Human"	1	"CL:0000451"	"transmembrane protein 8B "	"DENDRITIC CELL"	NA	NA	NA	NA	NA
"TMEM91"	"platelet"	"Human"	1	"CL:0000233"	"transmembrane protein 91 "	"PLATELET"	NA	NA	NA	NA	NA
"TMEM97"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane protein 97 "	"EARLY ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMIGD2"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane and immunoglobulin domain containing 2 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TMIGD2"	"effector CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0001044"	"transmembrane and immunoglobulin domain containing 2 "	NA	NA	NA	NA	"CD4+ Effector Memory T_4"	NA
"TMIGD2"	"natural killer cell"	"Human"	1	"CL:0000623"	"transmembrane and immunoglobulin domain containing 2 "	"NK CELLS"	NA	NA	NA	NA	NA
"TMOD1"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"tropomodulin 1 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMPO"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"thymopoietin "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TMPO"	"pro-B cell"	"Human"	1	"CL:0000826"	"thymopoietin "	"PRO B"	NA	NA	NA	NA	NA
"TMPO-AS1"	"pro-B cell"	"Human"	1	"CL:0000826"	"TMPO antisense RNA 1 "	"PRO B"	NA	NA	NA	NA	NA
"TMPRSS9"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"transmembrane serine protease 9 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMSB10"	"CD4-positive, alpha-beta T cell"	"Human"	1	"CL:0000624"	"thymosin beta 10 "	NA	NA	NA	NA	"CD4+ T cell"	NA
"TMSB10"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"thymosin beta 10 "	NA	NA	NA	NA	"CD4+ Central Memory T"	NA
"TMSB10"	"CD8-positive, alpha-beta T cell"	"Human"	1	"CL:0000625"	"thymosin beta 10 "	NA	NA	NA	NA	"CD8+ T cell"	NA
"TMSB10"	"macrophage dendritic cell progenitor"	"Human"	1	"CL:0002009"	"thymosin beta 10 "	"GRANULOCYTE MACROPHAGE PROGENITOR"	NA	NA	NA	NA	NA
"TMSB10"	"neutrophil"	"Human"	1	"CL:0000775"	"thymosin beta 10 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMSB15A"	"pro-B cell"	"Human"	1	"CL:0000826"	"thymosin beta 15A "	"PRO B"	NA	NA	NA	NA	NA
"TMSB4X"	"CD4-negative, CD8-negative, alpha-beta intraepithelial T cell"	"Human"	1	"CL:0000935"	"thymosin beta 4 X-linked "	NA	NA	NA	NA	"Double-negative T_2"	NA
"TMSB4X"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"thymosin beta 4 X-linked "	NA	NA	NA	NA	"CD4+ Central Memory T_1"	NA
"TMSB4X"	"lymphoid lineage restricted progenitor cell"	"Human"	1	"CL:0000838"	"thymosin beta 4 X-linked "	"PUTATIVE LYMPHOID PRIMED MULTIPOTENT PROGENITOR 2"	NA	NA	NA	NA	NA
"TMSB4X"	"megakaryocyte progenitor cell"	"Human"	1	"CL:0000553"	"thymosin beta 4 X-linked "	"PUTATIVE MEGAKARYOCYTE PROGENITOR"	NA	NA	NA	NA	NA
"TMSB4X"	"monocyte"	"Human"	1	"CL:0000576"	"thymosin beta 4 X-linked "	"MONOCYTE"	NA	NA	NA	NA	NA
"TMTC1"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"transmembrane O-mannosyltransferase targeting cadherins 1 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TMTC2"	"neutrophil"	"Human"	1	"CL:0000775"	"transmembrane O-mannosyltransferase targeting cadherins 2 "	"NEUTROPHIL"	NA	NA	NA	NA	NA
"TMX2"	"erythroid lineage cell"	"Human"	1	"CL:0000764"	"thioredoxin related transmembrane protein 2 "	"ERYTHROBLAST"	NA	NA	NA	NA	NA
"TMX4"	"eosinophil"	"Human"	1	"CL:0000771"	"thioredoxin related transmembrane protein 4 "	"EOSINOPHIL"	NA	NA	NA	NA	NA
"TNF"	"CD4-positive, alpha-beta memory T cell"	"Human"	1	"CL:0000897"	"tumor necrosis factor "	NA	NA	NA	NA	NA	"CD4 T cell memory"
"TNF"	"T cell"	"Human"	1	"CL:0000084"	"tumor necrosis factor "	NA	NA	NA	NA	NA	"T lymphocytes"
"TNF"	"macrophage"	"Human"	1	"CL:0000235"	"tumor necrosis factor "	NA	"Macrophages"	NA	NA	NA	NA
"TNF"	"monocyte"	"Human"	1	"CL:0000576"	"tumor necrosis factor "	NA	"Monocytes"	NA	NA	NA	NA
"TNFAIP2"	"common lymphoid progenitor"	"Human"	1	"CL:0000051"	"TNF alpha induced protein 2 "	"MULTILYMPHOID PROGENITOR"	NA	NA	NA	NA	NA
"TNFAIP2"	"immature neutrophil"	"Human"	1	"CL:0000776"	"TNF alpha induced protein 2 "	"IMMATURE NEUTROPHIL"	NA	NA	NA	NA	NA
"TNFAIP3"	"T cell"	"Human"	1	"CL:0000084"	"TNF alpha induced protein 3 "	NA	NA	NA	"T cell"	NA	NA
"TNFAIP3"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"TNF alpha induced protein 3 "	NA	NA	"AXL+SIGLEC6+ dendritic cell"	NA	NA	NA
"TNFAIP3"	"naive T cell"	"Human"	1	"CL:0000898"	"TNF alpha induced protein 3 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TNFAIP8"	"naive T cell"	"Human"	1	"CL:0000898"	"TNF alpha induced protein 8 "	"NAIVE T CELL"	NA	NA	NA	NA	NA
"TNFRSF11A"	"CD16-negative, CD56-bright natural killer cell, human"	"Human"	1	"CL:0000938"	"TNF receptor superfamily member 11a "	NA	NA	NA	NA	"CD56-bright Natural Killer"	NA
"TNFRSF13B"	"B cell"	"Human"	2	"CL:0000236"	"TNF receptor superfamily member 13B "	NA	"B cells"	NA	"B cell"	NA	NA
"TNFRSF13B"	"follicular B cell"	"Human"	1	"CL:0000843"	"TNF receptor superfamily member 13B "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"TNFRSF13B"	"mature B cell"	"Human"	1	"CL:0000785"	"TNF receptor superfamily member 13B "	NA	NA	NA	NA	"Intermediate B cell"	NA
"TNFRSF13B"	"memory B cell"	"Human"	1	"CL:0000787"	"TNF receptor superfamily member 13B "	NA	NA	NA	NA	"Memory B"	NA
"TNFRSF13B"	"plasma cell"	"Human"	2	"CL:0000786"	"TNF receptor superfamily member 13B "	NA	"Plasma cells"	NA	NA	"Plasma"	NA
"TNFRSF13B"	"plasmablast"	"Human"	1	"CL:0000980"	"TNF receptor superfamily member 13B "	NA	NA	NA	NA	"Plasmablast"	NA
"TNFRSF13C"	"B cell"	"Human"	2	"CL:0000236"	"TNF receptor superfamily member 13C "	NA	"B cells"	NA	"B cell"	NA	NA
"TNFRSF13C"	"follicular B cell"	"Human"	1	"CL:0000843"	"TNF receptor superfamily member 13C "	"FOLLICULAR B CELL"	NA	NA	NA	NA	NA
"TNFRSF13C"	"mature B cell"	"Human"	1	"CL:0000785"	"TNF receptor superfamily member 13C "	NA	NA	NA	NA	"B cell"	NA
"TNFRSF13C"	"memory B cell"	"Human"	1	"CL:0000787"	"TNF receptor superfamily member 13C "	NA	NA	NA	NA	"Memory B"	NA
"TNFRSF14"	"dendritic cell, human"	"Human"	1	"CL:0001056"	"TNF receptor superfamily member 14 "	NA	NA	"CD1C-CD141- dendritic cell"	NA	NA	NA
"TNFRSF14"	"monocyte"	"Human"	1	"CL:0000576"	"TNF receptor superfamily member 14 "	NA	"Monocytes"	NA	NA	NA	NA
"TNFRSF17"	"B cell"	"Human"	2	"CL:0000236"	"TNF receptor superfamily member 17 "	NA	"B cells"	NA	"B cell"	NA	NA
"TNFRSF17"	"lymphocyte of B lineage"	"Human"	1	"CL:0000945"	"TNF receptor superfamily member 17 "	NA	NA	NA	NA	NA	"B lineage"
"TNFRSF17"	"plasma cell"	"Human"	4	"CL:0000786"	"TNF receptor superfamily member 17 "	"PLASMA CELL"	"Plasma cells"	NA	NA	"Plasma"	"plasma cell"
"TNFRSF17"	"plasmablast"	"Human"	1	"CL:0000980"	"TNF receptor superfamily member 17 "	NA	NA	NA	NA	"Plasmablast"	NA
"TNFRSF18"	"CD16-negative, CD56-bright natural killer cell, human"	"Human"	1	"CL:0000938"	"TNF receptor superfamily member 18 "	NA	NA	NA	NA	"Natural Killer CD56+"	NA
