"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"COX6A1P2"	3.71029996929201e-54	0.475099603523273	0.342	0.065	1.21467800394682e-49	"12"	"COX6A1P2"
"TM9SF2"	4.43005922701732e-54	0.550804550985839	0.283	0.049	1.45031278974093e-49	"12"	"TM9SF2"
"NDUFB5.4"	5.09276321685305e-54	0.653107917453507	0.594	0.158	1.66726882193335e-49	"12"	"NDUFB5"
"APEX1.3"	5.18820484538189e-54	0.71874091579216	0.726	0.214	1.69851450228112e-49	"12"	"APEX1"
"OSBPL8.3"	6.41777936556328e-54	0.531326133980432	0.434	0.097	2.10105260869811e-49	"12"	"OSBPL8"
"ETFA.1"	9.87285252947024e-54	0.532173893122419	0.388	0.082	3.23217446109797e-49	"12"	"ETFA"
"TIMM17A"	1.66834247815609e-53	0.407827456611689	0.251	0.04	5.4618196049874e-49	"12"	"TIMM17A"
"SUMO3"	2.1268988196955e-53	0.584016018616415	0.584	0.154	6.96304135591914e-49	"12"	"SUMO3"
"MOB1A"	2.14324282470295e-53	0.490793726128111	0.379	0.078	7.0165483595125e-49	"12"	"MOB1A"
"PPIB.5"	2.22498952412142e-53	0.905615321048077	0.89	0.318	7.2841707040687e-49	"12"	"PPIB"
"GSTO1.4"	2.81812069663469e-53	0.671041118770725	0.612	0.168	9.22596353664265e-49	"12"	"GSTO1"
"RPS2.6"	2.92886079607933e-53	-0.50198379527161	1	1	9.5885044742045e-49	"12"	"RPS2"
"MZB1.1"	3.23308904800264e-53	0.857376721876133	0.251	0.041	1.05844869253511e-48	"12"	"MZB1"
"MPG.2"	4.14585489691612e-53	0.558084482034309	0.539	0.137	1.3572699761524e-48	"12"	"MPG"
"C1orf43"	4.50568515803612e-53	0.552748835195669	0.493	0.119	1.47507120703786e-48	"12"	"C1orf43"
"PSENEN.2"	5.62070758570583e-53	0.586917078088377	0.479	0.115	1.84010724940837e-48	"12"	"PSENEN"
"HEXB"	6.42988956783456e-53	0.480966471660685	0.311	0.057	2.10501724671768e-48	"12"	"HEXB"
"ARPC3.8"	7.18512466901709e-53	0.947726961688257	0.986	0.623	2.35226611414282e-48	"12"	"ARPC3"
"DNAJC7.1"	7.472816780001e-53	0.533947155357264	0.438	0.1	2.44645075743673e-48	"12"	"DNAJC7"
"PSMA2.1.4"	9.38295953252377e-53	0.680125191286649	0.639	0.18	3.07179329175763e-48	"12"	"PSMA2.1"
"YIF1B"	1.003850574975e-52	0.384236528058405	0.292	0.052	3.28640601235317e-48	"12"	"YIF1B"
"MGAT1.1"	1.04247953837461e-52	0.453003019299574	0.402	0.085	3.41286951273079e-48	"12"	"MGAT1"
"ELOVL1"	1.05832166343012e-52	0.464215727321327	0.283	0.049	3.46473346173753e-48	"12"	"ELOVL1"
"NAPRT1.1"	2.17755514677771e-52	0.514925906837851	0.434	0.098	7.12888003952088e-48	"12"	"NAPRT1"
"HSP90B1.3"	4.88388077164e-52	0.623613842579797	0.689	0.199	1.5988848870195e-47	"12"	"HSP90B1"
"TALDO1.6"	5.73498902874002e-52	0.716284507135944	0.753	0.228	1.87752070822891e-47	"12"	"TALDO1"
"NDUFS6.5"	9.95198137963414e-52	0.641047953715824	0.671	0.192	3.25807966406463e-47	"12"	"NDUFS6"
"DUSP23.2"	1.44643935898434e-51	0.611865448084765	0.434	0.102	4.73535317344294e-47	"12"	"DUSP23"
"SNRPF.5"	1.57669354373435e-51	0.704222060777159	0.671	0.196	5.16177932347753e-47	"12"	"SNRPF"
"SKAP2"	2.64240682302957e-51	0.41475058378897	0.256	0.042	8.65071145723421e-47	"12"	"SKAP2"
"RPS18.6"	4.37847359362625e-51	-0.54052363263449	1	0.999	1.43342468508136e-46	"12"	"RPS18"
"TIMM13.4"	4.49054233401325e-51	0.616298744878023	0.699	0.203	1.47011374930926e-46	"12"	"TIMM13"
"VPS13C"	5.12452063212492e-51	0.410962493681879	0.265	0.045	1.67766556454506e-46	"12"	"VPS13C"
"ATP6AP1"	5.30636008207744e-51	0.439076744348055	0.32	0.061	1.73719616367051e-46	"12"	"ATP6AP1"
"MRPL23.1"	1.12080700411293e-50	0.655625491583291	0.767	0.239	3.66929797006489e-46	"12"	"MRPL23"
"CREG1.1"	1.78966264006146e-50	0.467711277965574	0.265	0.046	5.85899755103322e-46	"12"	"CREG1"
"HDAC3"	2.61402778923863e-50	0.372220402101724	0.311	0.059	8.55780417640943e-46	"12"	"HDAC3"
"UCHL3"	2.93709606098449e-50	0.415818544392571	0.274	0.048	9.61546508445103e-46	"12"	"UCHL3"
"NDUFS3.3"	3.63845766912747e-50	0.496673785287946	0.507	0.128	1.19115827171895e-45	"12"	"NDUFS3"
"BRK1.4"	4.80810281563642e-50	0.824425839334429	0.895	0.329	1.57407669978305e-45	"12"	"BRK1"
"GTF2A2.2"	5.11525522646683e-50	0.528319242515057	0.534	0.139	1.67463225604071e-45	"12"	"GTF2A2"
"RGS10.7"	6.17254426872715e-50	0.891597719638769	0.84	0.3	2.02076754269589e-45	"12"	"RGS10"
"ATP5G1.3"	8.08682925388075e-50	0.538836548041464	0.676	0.194	2.64746616113548e-45	"12"	"ATP5G1"
"ACAA1.1"	8.10565690078716e-50	0.525696001643567	0.37	0.079	2.6536299561797e-45	"12"	"ACAA1"
"C12orf44"	9.45190506906163e-50	0.397200772678413	0.292	0.053	3.0943646815094e-45	"12"	"C12orf44"
"MIF4GD"	1.18436644521027e-49	0.462951878735745	0.393	0.086	3.87737886832939e-45	"12"	"MIF4GD"
"NDUFA6.2"	1.95809106899271e-49	0.506939878304052	0.553	0.145	6.41039854166835e-45	"12"	"NDUFA6"
"RNF181.4"	2.2862604241941e-49	0.526133329418578	0.594	0.163	7.48475937672664e-45	"12"	"RNF181"
"NDUFS7.3"	7.91338658400987e-49	0.632722444570979	0.744	0.23	2.59068449987315e-44	"12"	"NDUFS7"
"ARF6.4"	9.29188478755324e-49	0.673980330889289	0.689	0.207	3.04197724174918e-44	"12"	"ARF6"
"LAMTOR5.6"	1.01470233105791e-48	0.636795589083732	0.735	0.228	3.32193249141738e-44	"12"	"LAMTOR5"
"DNAJC15.4"	1.40377102136509e-48	0.664587549391915	0.475	0.121	4.59566556974502e-44	"12"	"DNAJC15"
"ALOX5AP.1"	1.46007577680148e-48	1.40103110879824	0.548	0.176	4.7799960780927e-44	"12"	"ALOX5AP"
"ARF3.1"	2.19031801016731e-48	0.391951712064912	0.301	0.058	7.17066310168573e-44	"12"	"ARF3"
"RAB5C.1"	2.19924900648523e-48	0.611744235633647	0.589	0.164	7.19990139743136e-44	"12"	"RAB5C"
"CHPT1"	2.5627877658019e-48	0.487828681121235	0.292	0.055	8.39005458768227e-44	"12"	"CHPT1"
"FAM118A"	2.58573566782684e-48	0.47100263570119	0.443	0.105	8.46518142933151e-44	"12"	"FAM118A"
"MRPL4"	2.80903524987682e-48	0.454015867901724	0.416	0.096	9.19621960104672e-44	"12"	"MRPL4"
"WBSCR22"	4.8451575329377e-48	0.526066364456224	0.511	0.132	1.58620767313314e-43	"12"	"WBSCR22"
"TAPBP.1"	9.24266485189067e-48	0.413184318830509	0.525	0.135	3.02586361921197e-43	"12"	"TAPBP"
"MLEC.1"	1.23944671903843e-47	0.407049944567425	0.279	0.052	4.05770066878802e-43	"12"	"MLEC"
"ATP5A1.7"	1.72864431302828e-47	0.810407855650586	0.922	0.355	5.65923575199198e-43	"12"	"ATP5A1"
"TOP1.1"	1.77339421360044e-47	0.455322050234783	0.324	0.067	5.80573797648512e-43	"12"	"TOP1"
"ORAI3.1"	4.35787534173723e-47	0.492264034059999	0.265	0.048	1.42668122937794e-42	"12"	"ORAI3"
"CKLF.4"	5.25100794964764e-47	0.628775756281772	0.562	0.158	1.71907498255565e-42	"12"	"CKLF"
"FAM96A"	7.2438464978669e-47	0.509036624796076	0.347	0.075	2.37149046647167e-42	"12"	"FAM96A"
"GNAS.2"	1.1015512213875e-46	0.568015467773435	0.74	0.23	3.60625838857839e-42	"12"	"GNAS"
"PLAC8.9"	1.4451342510493e-46	1.90067341585033	0.621	0.254	4.73108051108519e-42	"12"	"PLAC8"
"FAM162A"	1.7015141299589e-46	0.457579453833999	0.479	0.122	5.57041695865945e-42	"12"	"FAM162A"
"PRKAR1A"	1.78491772846653e-46	0.459122111356913	0.37	0.082	5.84346365945374e-42	"12"	"PRKAR1A"
"LTA4H.3"	1.94289542217171e-46	0.582417349112949	0.429	0.106	6.36065103310574e-42	"12"	"LTA4H"
"DCTPP1.1"	2.35241473446029e-46	0.474668421272807	0.388	0.089	7.70133535767611e-42	"12"	"DCTPP1"
"MAP4K1"	2.56953940700792e-46	0.325083634960554	0.279	0.052	8.41215811066253e-42	"12"	"MAP4K1"
"GLTSCR2.8"	4.25306314331219e-46	-1.29383027870972	0.913	0.862	1.39236781185754e-41	"12"	"GLTSCR2"
"CAPNS1.1"	4.57285916847494e-46	0.365021664960224	0.306	0.061	1.49706263457533e-41	"12"	"CAPNS1"
"OAZ2.1"	6.40772951269248e-46	0.520275168582845	0.329	0.07	2.09776248786526e-41	"12"	"OAZ2"
"APH1A"	7.39166658309842e-46	0.481014419878419	0.53	0.143	2.41988380597476e-41	"12"	"APH1A"
"EEF1D.6"	7.82072545143028e-46	-0.944922303407035	0.995	0.967	2.56034909828924e-41	"12"	"EEF1D"
"IDH2.3"	8.20056943069706e-46	0.611406164476403	0.484	0.129	2.68470242022161e-41	"12"	"IDH2"
"MRPL33.2"	1.54810151654125e-45	0.519072231743636	0.438	0.109	5.06817474485275e-41	"12"	"MRPL33"
"AKR1A1.4"	1.6932976934493e-45	0.524366072549664	0.452	0.115	5.54351798881432e-41	"12"	"AKR1A1"
"AKR7A2.2"	1.84280965927185e-45	0.533012146585399	0.447	0.113	6.03299026252417e-41	"12"	"AKR7A2"
"MVP"	1.9686315465678e-45	0.363982280439042	0.379	0.085	6.44490595715366e-41	"12"	"MVP"
"MTDH.5"	2.32637350550808e-45	0.684718290067003	0.703	0.228	7.61608158233235e-41	"12"	"MTDH"
"USF2.1"	2.51120855058027e-45	0.482135073477645	0.379	0.087	8.22119455288968e-41	"12"	"USF2"
"CD3D.12"	2.63333939670532e-45	-3.11594723942415	0.009	0.526	8.62102651693388e-41	"12"	"CD3D"
"RPS14.5"	3.05323593290784e-45	-0.506874421524146	1	0.999	9.99568379715369e-41	"12"	"RPS14"
"VPS25"	3.30153143155734e-45	0.468951368112924	0.315	0.066	1.08085536006324e-40	"12"	"VPS25"
"ADI1"	3.58312295617e-45	0.456776515759148	0.434	0.107	1.17304279339094e-40	"12"	"ADI1"
"LSM6.1"	4.30128836151311e-45	0.44109359820831	0.402	0.096	1.40815578379216e-40	"12"	"LSM6"
"ATP1B3"	5.02496236094564e-45	0.404976304343441	0.379	0.087	1.64507217772638e-40	"12"	"ATP1B3"
"DHRS4L2.1"	6.02827457178242e-45	0.399227429005015	0.379	0.087	1.97353652931013e-40	"12"	"DHRS4L2"
"PTGES2"	6.90297283836208e-45	0.442724636269238	0.283	0.055	2.25989524782298e-40	"12"	"PTGES2"
"PMAIP1"	7.12004504408603e-45	0.369054311646586	0.447	0.111	2.33096034653288e-40	"12"	"PMAIP1"
"CD3E.10"	8.23469380674127e-45	-3.00311493093099	0.018	0.528	2.69587405845096e-40	"12"	"CD3E"
"DBI.6"	8.98878062173894e-45	0.59999706361163	0.744	0.239	2.94274699994489e-40	"12"	"DBI"
"ARF5.3"	9.5949840959136e-45	0.631606704322091	0.685	0.217	3.14120589332019e-40	"12"	"ARF5"
"PSMB8.3"	1.00612866318031e-44	0.693251388394515	0.799	0.277	3.29386401751971e-40	"12"	"PSMB8"
"SNF8.2"	1.23000825151981e-44	0.442335904856245	0.493	0.13	4.02680101382556e-40	"12"	"SNF8"
"AHCY.1"	1.46076314722608e-44	0.401392859343388	0.251	0.046	4.78224639138875e-40	"12"	"AHCY"
"HSPA5.6"	1.48520959206676e-44	0.545107707632877	0.612	0.18	4.86227916250814e-40	"12"	"HSPA5"
"PRPF40A.2"	1.80519325753812e-44	0.445523300269645	0.393	0.093	5.9098416865283e-40	"12"	"PRPF40A"
"RPL14.7"	2.14350053372629e-44	-0.653032727779562	0.995	0.986	7.01739204731314e-40	"12"	"RPL14"
"ACTR2"	2.39719842773879e-44	0.347988302379023	0.411	0.098	7.84794821273126e-40	"12"	"ACTR2"
"TMED10.1"	2.42812901349902e-44	0.479653735283316	0.498	0.133	7.94920876439309e-40	"12"	"TMED10"
"NCOA4"	2.87153075671555e-44	0.400363759760567	0.269	0.051	9.40081739133536e-40	"12"	"NCOA4"
"ATP5C1.3"	3.46277866404143e-44	0.66065980033515	0.699	0.224	1.13364447903388e-39	"12"	"ATP5C1"
"VMA21.1"	3.88864348215358e-44	0.430131432583826	0.274	0.053	1.27306410318744e-39	"12"	"VMA21"
"RPLP2.6"	6.46954496933328e-44	-0.63203759264543	1	0.998	2.11799963206033e-39	"12"	"RPLP2"
"CHMP2A.3"	6.60170063511027e-44	0.502892920393538	0.644	0.194	2.1612647539224e-39	"12"	"CHMP2A"
"TREX1"	6.87389064858375e-44	0.305620642230412	0.274	0.052	2.25037432053335e-39	"12"	"TREX1"
"ACADVL"	7.17991720670609e-44	0.388986741712207	0.37	0.085	2.35056129513144e-39	"12"	"ACADVL"
"B2M.10"	7.2275953312945e-44	-0.672067480912823	1	0.998	2.36617015955919e-39	"12"	"B2M"
"TXN2.1"	8.40603491011789e-44	0.497809978915911	0.525	0.146	2.7519677088744e-39	"12"	"TXN2"
"WDR61.1"	8.9453562465979e-44	0.398803699942187	0.397	0.095	2.92853072801122e-39	"12"	"WDR61"
"CLTB"	1.0000237636024e-43	0.428585276213263	0.521	0.14	3.27387779728155e-39	"12"	"CLTB"
"C1QBP.5"	1.4609287747252e-43	0.694084932215648	0.79	0.272	4.78278862269537e-39	"12"	"C1QBP"
"EIF4E2.1"	1.5849722412992e-43	0.407178036576249	0.361	0.082	5.18888212356532e-39	"12"	"EIF4E2"
"ZDHHC24"	1.71140704432429e-43	0.399219195099028	0.274	0.053	5.60280438170886e-39	"12"	"ZDHHC24"
"NDUFA2.3"	2.01983591461035e-43	0.623154901983809	0.671	0.214	6.61253881725136e-39	"12"	"NDUFA2"
"SNRPD1.4"	2.23106644501926e-43	0.606464008985049	0.667	0.208	7.30406532770404e-39	"12"	"SNRPD1"
"PKM.9"	2.45161188529026e-43	0.797278365868691	0.822	0.3	8.02608699006326e-39	"12"	"PKM"
"UBE2A"	2.91523185277508e-43	0.485076263017346	0.301	0.063	9.54388603961505e-39	"12"	"UBE2A"
"ZFP36.8"	3.37312172526434e-43	0.838396546453568	0.927	0.413	1.10429259041704e-38	"12"	"ZFP36"
"FLOT1"	4.50256205636695e-43	0.361561033902792	0.338	0.074	1.47404876601341e-38	"12"	"FLOT1"
"SLC25A3.7"	4.94377844800153e-43	0.825098355224726	0.895	0.362	1.61849418830674e-38	"12"	"SLC25A3"
"MRPL20.1"	5.06129996007037e-43	0.489903089238471	0.598	0.176	1.65696838092784e-38	"12"	"MRPL20"
"TRIM22"	5.21642820104635e-43	0.368980951678425	0.274	0.053	1.70775426445855e-38	"12"	"TRIM22"
"CD300A.1"	6.3921212479717e-43	0.401783972419961	0.279	0.055	2.09265265416098e-38	"12"	"CD300A"
"DDX21.3"	8.69512863250079e-43	0.532190673010266	0.402	0.1	2.84661121170811e-38	"12"	"DDX21"
"YWHAH"	8.93119149843879e-43	0.492853101015685	0.365	0.086	2.92389347275889e-38	"12"	"YWHAH"
"ZNF593.2"	9.25963457395466e-43	0.461031934722521	0.329	0.073	3.03141916682128e-38	"12"	"ZNF593"
"SNRPG.4"	9.81914208664044e-43	0.516733841152212	0.489	0.134	3.21459073632435e-38	"12"	"SNRPG"
"CFL1.8"	1.00108709889734e-42	0.690981749554161	1	0.884	3.27735894437012e-38	"12"	"CFL1"
"SSR1"	1.26498932702175e-42	0.43883403634079	0.379	0.09	4.14132205880382e-38	"12"	"SSR1"
"WASF2.3"	1.40059468740575e-42	0.408053457445991	0.434	0.111	4.58526688762893e-38	"12"	"WASF2"
"CD59.1"	2.28462939929377e-42	0.442741292776627	0.283	0.058	7.47941972740794e-38	"12"	"CD59"
"PSMA1.4"	2.64092425590313e-42	0.597878890746534	0.63	0.196	8.64585782897568e-38	"12"	"PSMA1"
"PPM1G"	2.9847495713697e-42	0.454473242987349	0.416	0.104	9.77147314675013e-38	"12"	"PPM1G"
"H3F3A.1"	3.11218341821707e-42	0.541014770274012	0.53	0.151	1.0188666074559e-37	"12"	"H3F3A"
"BLOC1S2"	4.17657408423872e-42	0.41727435174131	0.374	0.089	1.36732682369807e-37	"12"	"BLOC1S2"
"CDK2AP2.1"	4.69118909852477e-42	0.644773785204587	0.511	0.145	1.53580148707504e-37	"12"	"CDK2AP2"
"RPS12.6"	7.72883920964128e-42	-0.626618912546136	1	0.996	2.53026738045236e-37	"12"	"RPS12"
"PDIA6.3"	7.93866461408481e-42	0.451904226559793	0.521	0.147	2.59896002135909e-37	"12"	"PDIA6"
"TMEM147.1"	8.4385042718453e-42	0.447569614434231	0.58	0.17	2.76259752851671e-37	"12"	"TMEM147"
"ASNA1"	1.0344950821344e-41	0.397727005680323	0.452	0.118	3.38672999989160e-37	"12"	"ASNA1"
"ORMDL2"	1.04616482194141e-41	0.341678223454439	0.297	0.062	3.4249343940718e-37	"12"	"ORMDL2"
"PSMB5.1"	1.08590901501838e-41	0.406771219854206	0.356	0.084	3.55504893336716e-37	"12"	"PSMB5"
"SCP2.3"	1.16186231261041e-41	0.419407090366627	0.603	0.179	3.80370483902397e-37	"12"	"SCP2"
"SNRPE.4"	1.26819875359584e-41	0.622100761419256	0.603	0.184	4.15182907952206e-37	"12"	"SNRPE"
"EEF1A1.9"	1.35966917430507e-41	-0.903355235030033	1	0.984	4.45128494283994e-37	"12"	"EEF1A1"
"RPL18.5"	1.7433196720623e-41	-0.535041671711991	1	0.995	5.70727994239757e-37	"12"	"RPL18"
"UQCRC1"	1.77615183195321e-41	0.580828117476063	0.447	0.12	5.81476586744841e-37	"12"	"UQCRC1"
"TMEM179B"	1.91215428510086e-41	0.486709298303479	0.429	0.111	6.26001069856318e-37	"12"	"TMEM179B"
"PSMD8.1"	2.34707551706729e-41	0.403944889786193	0.621	0.186	7.6838558277749e-37	"12"	"PSMD8"
"NDUFB1.5"	2.36288270733021e-41	0.529304192088239	0.562	0.167	7.73560540725764e-37	"12"	"NDUFB1"
"NDUFB2.7"	2.92170040755502e-41	0.715467089839472	0.84	0.314	9.56506279425363e-37	"12"	"NDUFB2"
"CLTA.4"	3.67274733072677e-41	0.490127909847304	0.571	0.17	1.20238402113333e-36	"12"	"CLTA"
"TIMP1.7"	6.02730927969766e-41	0.568471625342263	0.603	0.189	1.97322051198742e-36	"12"	"TIMP1"
"SPCS3.1"	7.31233826437505e-41	0.397497406212632	0.324	0.072	2.3939133009911e-36	"12"	"SPCS3"
"RPL31.4"	8.05949471323738e-41	-0.632755119457777	1	0.991	2.63851737921965e-36	"12"	"RPL31"
"MTPN.4"	1.56212585443233e-40	0.516223705698182	0.365	0.09	5.11408762224056e-36	"12"	"MTPN"
"RRP7A"	1.64366193754638e-40	0.319131293665649	0.342	0.079	5.38102045113933e-36	"12"	"RRP7A"
"DEGS1"	1.74592643358235e-40	0.332803411928444	0.274	0.055	5.71581395826191e-36	"12"	"DEGS1"
"CAPZA2.1"	1.92407207572959e-40	0.371575890906659	0.402	0.101	6.29902716152354e-36	"12"	"CAPZA2"
"CLIC3.1"	2.0931226611392e-40	0.541032518614967	0.384	0.095	6.85246496803751e-36	"12"	"CLIC3"
"KTN1.4"	2.52142771265055e-40	0.437034509412495	0.447	0.12	8.25465004567537e-36	"12"	"KTN1"
"VPS29"	3.91760956600111e-40	0.4233878419996	0.475	0.131	1.28254701971744e-35	"12"	"VPS29"
"PSMB1.4"	4.09279963277489e-40	0.638041839821899	0.886	0.332	1.33990074377785e-35	"12"	"PSMB1"
"COX6A1.4"	4.16794483805422e-40	0.741043092696598	0.927	0.389	1.36450178108219e-35	"12"	"COX6A1"
"UQCRB.8"	4.25542312756324e-40	0.722777598187395	0.689	0.237	1.39314042350165e-35	"12"	"UQCRB"
"NME1.2"	6.98121295358642e-40	0.397040957316856	0.374	0.092	2.28550949674512e-35	"12"	"NME1"
"ENY2.4"	7.5646172238613e-40	0.494502113571284	0.557	0.167	2.47650438674771e-35	"12"	"ENY2"
"DNAJA1"	8.26291493896169e-40	0.451377824747308	0.447	0.121	2.70511309271728e-35	"12"	"DNAJA1"
"ITGB2.11"	1.09799412640148e-39	0.658679462908255	0.84	0.315	3.59461317101315e-35	"12"	"ITGB2"
"PSMB6.1"	2.0680897822138e-39	0.662324389554515	0.662	0.224	6.77051232901155e-35	"12"	"PSMB6"
"PDLIM2"	2.14417458845291e-39	0.362360821499203	0.479	0.131	7.01959876767713e-35	"12"	"PDLIM2"
"GTF3C6.2"	3.42360222518873e-39	0.438595269788587	0.447	0.122	1.12081889648229e-34	"12"	"GTF3C6"
"HEXA"	4.23750839864476e-39	0.409842680265394	0.292	0.063	1.38727549954832e-34	"12"	"HEXA"
"MRPL52.2"	4.3813346057129e-39	0.443983102376649	0.525	0.154	1.43436132321829e-34	"12"	"MRPL52"
"GRSF1"	4.47375311047583e-39	0.322407251646721	0.365	0.089	1.46461729330758e-34	"12"	"GRSF1"
"NUDT5.1"	5.04601647951583e-39	0.480752816385287	0.384	0.098	1.65196487506389e-34	"12"	"NUDT5"
"ATP5EP2.2"	5.20070127775634e-39	0.330054231363538	0.466	0.127	1.70260558431187e-34	"12"	"ATP5EP2"
"SRSF9.3"	8.3500680725707e-39	0.405938109904445	0.616	0.191	2.7336452855982e-34	"12"	"SRSF9"
"SPNS1"	1.39572048072872e-38	0.332353987362661	0.256	0.051	4.56930970980967e-34	"12"	"SPNS1"
"PTPMT1"	1.62295987012471e-38	0.345936099559052	0.374	0.093	5.31324602281426e-34	"12"	"PTPMT1"
"DNAJB11"	1.64725062145623e-38	0.366766415786879	0.274	0.058	5.39276908452339e-34	"12"	"DNAJB11"
"MCL1.2"	1.92644890067142e-38	0.367234170170818	0.479	0.135	6.3068084110181e-34	"12"	"MCL1"
"RGS1.1"	2.18590084306052e-38	0.490223472123009	0.251	0.051	7.15620218001154e-34	"12"	"RGS1"
"RAB11A"	2.45672660365815e-38	0.298032734925581	0.384	0.097	8.04283155505604e-34	"12"	"RAB11A"
"LRRFIP1.2"	2.48094538081987e-38	0.451849376594614	0.626	0.199	8.12211898772809e-34	"12"	"LRRFIP1"
"DDT.6"	2.62774303045958e-38	0.633762311235657	0.744	0.266	8.60270513311858e-34	"12"	"DDT"
"NENF.4"	3.06693824934865e-38	0.506320473750366	0.566	0.175	1.00405424407176e-33	"12"	"NENF"
"ATP5E.8"	3.36986683406035e-38	0.836880304033591	0.982	0.68	1.10322700413468e-33	"12"	"ATP5E"
"CHID1"	3.46943116664701e-38	0.364647660723877	0.256	0.052	1.1358223753369e-33	"12"	"CHID1"
"COPZ1"	3.49725089218562e-38	0.345458634682319	0.498	0.141	1.14492999708373e-33	"12"	"COPZ1"
"ARPC4.2"	3.61736046246072e-38	0.331491676589825	0.616	0.189	1.18425146820039e-33	"12"	"ARPC4"
"C20orf24.1"	4.03753869822307e-38	0.372373585928689	0.493	0.141	1.32180941902427e-33	"12"	"C20orf24"
"LAPTM4A.3"	5.22348036355216e-38	0.408049735497906	0.484	0.138	1.71006300141971e-33	"12"	"LAPTM4A"
"GAPDH.8"	6.96063229832835e-38	0.885677048893532	0.982	0.736	2.27877180182673e-33	"12"	"GAPDH"
"ARPC2.5"	8.76460873064867e-38	0.779433800053452	0.986	0.588	2.86935760623976e-33	"12"	"ARPC2"
"AKIRIN2"	9.53843304660655e-38	0.296185045074094	0.269	0.056	3.12269221079805e-33	"12"	"AKIRIN2"
"SERPINB1.2"	1.04181442103363e-37	0.374178480002245	0.626	0.193	3.4106920515799e-33	"12"	"SERPINB1"
"TMEM208"	1.17506439080338e-37	0.384676517203079	0.356	0.088	3.84692580261211e-33	"12"	"TMEM208"
"MIR142.1"	1.22063012770459e-37	0.376336468394871	0.32	0.074	3.99609891207929e-33	"12"	"MIR142"
"GABARAPL2.5"	1.45175867445986e-37	0.558941708602463	0.758	0.266	4.7527675484467e-33	"12"	"GABARAPL2"
"ETHE1.1"	1.46286684361412e-37	0.452906500860093	0.479	0.139	4.78913347262391e-33	"12"	"ETHE1"
"COX17.2"	1.53972408461945e-37	0.478181238963601	0.42	0.114	5.04074870822716e-33	"12"	"COX17"
"DHRS7.1"	1.78787669774368e-37	0.472767992067632	0.584	0.184	5.85315073307326e-33	"12"	"DHRS7"
"CHCHD1.1"	2.08313724188253e-37	0.363277013588858	0.288	0.064	6.81977470247503e-33	"12"	"CHCHD1"
"PSMA3"	2.4302285994574e-37	0.387445561025942	0.333	0.08	7.95608238890365e-33	"12"	"PSMA3"
"SCAF11.3"	3.23049418481803e-37	0.34116331944996	0.397	0.104	1.05759918622573e-32	"12"	"SCAF11"
"RPL19.5"	3.39907048836502e-37	-0.422743210784552	1	0.999	1.11278769648094e-32	"12"	"RPL19"
"ISOC2.1"	4.00943699096345e-37	0.435811016564617	0.279	0.061	1.31260948210162e-32	"12"	"ISOC2"
"SDHD"	4.20290601277575e-37	0.347767258711839	0.347	0.085	1.37594737046252e-32	"12"	"SDHD"
"PRDX4.1"	4.22751184637965e-37	0.317730459518621	0.26	0.055	1.38400282826777e-32	"12"	"PRDX4"
"RPS15A.5"	4.24380788657747e-37	-0.56206985854279	1	0.992	1.38933782590773e-32	"12"	"RPS15A"
"GGCT.2"	4.92544434931349e-37	0.378865042595215	0.301	0.07	1.61249197107825e-32	"12"	"GGCT"
"CCT8.3"	4.98477178670489e-37	0.372113764709812	0.594	0.183	1.63191458753145e-32	"12"	"CCT8"
"PPM1M"	5.26829981723031e-37	0.341293907342454	0.251	0.051	1.72473599416486e-32	"12"	"PPM1M"
"SMS.1"	8.36468319498418e-37	0.346194795280398	0.356	0.09	2.73842998437392e-32	"12"	"SMS"
"S100A4.8"	8.85552506931906e-37	1.03527459355583	0.968	0.615	2.89912179719367e-32	"12"	"S100A4"
"TIMM17B"	9.36784001875926e-37	0.347063362384535	0.384	0.099	3.06684346534141e-32	"12"	"TIMM17B"
"UQCRQ.8"	9.52565781086429e-37	0.624207133136671	0.767	0.284	3.11850985412075e-32	"12"	"UQCRQ"
"SH3BGRL.3"	1.44890836734589e-36	0.511523243016457	0.689	0.232	4.74343621301699e-32	"12"	"SH3BGRL"
"SERF2.5"	1.59218149983099e-36	0.64616763942221	0.995	0.826	5.21248379414671e-32	"12"	"SERF2"
"RPL9.7"	1.65900682911443e-36	-0.556576238925416	1	0.988	5.43125655715481e-32	"12"	"RPL9"
"ILK"	2.36722602350243e-36	0.362975037927715	0.283	0.063	7.74982455574226e-32	"12"	"ILK"
"NDUFA8"	2.57911627389463e-36	0.360224645164838	0.365	0.093	8.44351085747625e-32	"12"	"NDUFA8"
"CHMP4B"	2.81507003037428e-36	0.309511570777528	0.315	0.074	9.21597626543931e-32	"12"	"CHMP4B"
"IL32.12"	2.93182411034249e-36	-3.56340039285129	0.014	0.458	9.59820577243924e-32	"12"	"IL32"
"SDCBP.2"	3.17019353643594e-36	0.39831794469391	0.342	0.085	1.0378579599584e-31	"12"	"SDCBP"
"NDUFB3.3"	3.66970639069789e-36	0.398679962688531	0.466	0.135	1.20138847818667e-31	"12"	"NDUFB3"
"TMED9.1"	4.20928278584812e-36	0.47532924854078	0.635	0.21	1.37803499843096e-31	"12"	"TMED9"
"IQGAP1.1"	4.3799548383893e-36	0.28053834151457	0.283	0.063	1.43390961499189e-31	"12"	"IQGAP1"
